TOTAL PAIS
,"RODRIGUEZ SAA, ADOLFO - NEGRE DE ALONSO, LILIANA TERESITA  ",1.871 ,100%,
  136 ,ALIANZA FRENTE POPULAR ,905 ,"0,55% ","0,54%"
,"DE GENNARO, VICTOR NORBERTO - CODONI, EVANGELINA SOLEDAD  ",905 ,100%,
13 ,MOVIMIENTO AL SOCIALISMO ,1.186 ,"0,72% ","0,71%"
,"CASTAÑEIRA, MANUELA JIMENA - AYALA, JORGE LUIS  ",1.186 ,100%,
  134 ,MST - NUEVA IZQUIERDA ,1.061 ,"0,65% ","0,63%"
,"BODART, HUGO ALEJANDRO - RIPOLL, VILMA ANA  ",1.061 ,100%,
81 ,PARTIDO POPULAR ,470 ,"0,29% ","0,28%"
,"YATTAH, MAURICIO JORGE - MORETTA, MARIA BELEN  ",470 ,100%,
57 ,MOVIMIENTO DE ACCION VECINAL ,425 ,"0,26% ","0,25%"
,"ALBARRACIN, RAUL HUMBERTO - DIB, GASTON  ",425 ,100%,
,VOTOS POSITIVOS  ,164.287 ,"95,62%",
,VOTOS EN BLANCO  ,3.937 ,"2,29%",
,VOTOS ANULADOS  ,3.582 ,"2,08%",
,TOTAL DE  VOTANTES  ,171.806 ,,
SANTA FE
,ELECTORES HABILES ,2.687.061,,
,MESAS: ,7.935 ,,(Incluye P.L.)
,PORCENTAJE DE VOTANTES ,"67,19%",,
,FORMULAS - AGRUPACIONES POLITICAS ,VOTOS ,% POSITIVOS ,% VALIDOS
  131 ,ALIANZA FRENTE PARA LA VICTORIA ,550.970 ,"33,03% ","31,18%"
,"SCIOLI, DANIEL OSVALDO - ZANNINI, CARLOS ALBERTO  ",550.970 ,100%,
  135 ,ALIANZA CAMBIEMOS ,533.398 ,"31,97% ","30,18%"
,"MACRI, MAURICIO - MICHETTI, MARTA GABRIELA  ",434.764 ,"81,51%",
,"SANZ, ERNESTO RICARDO - LLACH, LUCAS  ",40.991 ,"7,68%",
,"CARRIO, ELISA MARIA AVELINA - FLORES, HECTOR ANTONIO  ",57.643 ,"10,81%",
  138 ,ALIANZA UNIDOS POR UNA NUEVA ALTERNATIVA (UNA) ,368.693 ,"22,10% ","20,86%"
,"MASSA, SERGIO TOMAS - RUBERTO SAENZ, GUSTAVO ADOLFO  ",227.714 ,"61,76%",
,"DE LA SOTA, JOSE MANUEL - RUCCI, CLAUDIA MONICA  ",140.979 ,"38,24%",
  132 ,ALIANZA PROGRESISTAS ,102.997 ,"6,17% ","5,83%"
,"STOLBIZER, MARGARITA ROSA - OLAVIAGA, MIGUEL ANGEL  ",102.997 ,100%,
  137 ,ALIANZA FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES ,37.121 ,"2,23% ","2,10%"
,"DEL CAÑO, NICOLAS - BREGMAN, MYRIAM TERESA  ",21.064 ,"56,74%",
,"ALTAMIRA, JORGE - GIORDANO, JUAN CARLOS  ",16.057 ,"43,26%",
  133 ,ALIANZA COMPROMISO FEDERAL ,47.438 ,"2,84% ","2,68%"
,"RODRIGUEZ SAA, ADOLFO - NEGRE DE ALONSO, LILIANA TERESITA  ",47.438 ,100%,
  136 ,ALIANZA FRENTE POPULAR ,8.257 ,"0,49% ","0,47%"
,"DE GENNARO, VICTOR NORBERTO - CODONI, EVANGELINA SOLEDAD  ",8.257 ,100%,
13 ,MOVIMIENTO AL SOCIALISMO ,6.324 ,"0,38% ","0,36%"
,"CASTAÑEIRA, MANUELA JIMENA - AYALA, JORGE LUIS  ",6.324 ,100%,
  134 ,MST - NUEVA IZQUIERDA ,6.220 ,"0,37% ","0,35%"
,"BODART, HUGO ALEJANDRO - RIPOLL, VILMA ANA  ",6.220 ,100%,
81 ,PARTIDO POPULAR ,4.468 ,"0,27% ","0,25%"
,"YATTAH, MAURICIO JORGE - MORETTA, MARIA BELEN  ",4.468 ,100%,
57 ,MOVIMIENTO DE ACCION VECINAL ,2.364 ,"0,14% ","0,13%"
,"ALBARRACIN, RAUL HUMBERTO - DIB, GASTON  ",2.364 ,100%,
,VOTOS POSITIVOS  ,1.668.250 ,"92,41%",
,VOTOS EN BLANCO  ,98.878 ,"5,48%",
,VOTOS ANULADOS  ,38.235 ,"2,12%",
,TOTAL DE  VOTANTES  ,1.805.363 ,,
SANTIAGO DEL ESTERO
,ELECTORES HABILES ,699.513,,
,MESAS: ,2.123 ,,
,PORCENTAJE DE VOTANTES ,"68,89%",,
,FORMULAS - AGRUPACIONES POLITICAS ,VOTOS ,% POSITIVOS ,% VALIDOS
  131 ,ALIANZA FRENTE PARA LA VICTORIA ,311.640 ,"66,65% ","64,97%"
,"SCIOLI, DANIEL OSVALDO - ZANNINI, CARLOS ALBERTO  ",311.640 ,100%,
  135 ,ALIANZA CAMBIEMOS ,66.393 ,"14,20% ","13,84%"
,"MACRI, MAURICIO - MICHETTI, MARTA GABRIELA  ",57.264 ,"86,25%",
,"SANZ, ERNESTO RICARDO - LLACH, LUCAS  ",4.975 ,"7,49%",
,"CARRIO, ELISA MARIA AVELINA - FLORES, HECTOR ANTONIO  ",4.154 ,"6,26%",
  138 ,ALIANZA UNIDOS POR UNA NUEVA ALTERNATIVA (UNA) ,70.108 ,"14,99% ","14,62%"
,"MASSA, SERGIO TOMAS - RUBERTO SAENZ, GUSTAVO ADOLFO  ",59.518 ,"84,89%",
,"DE LA SOTA, JOSE MANUEL - RUCCI, CLAUDIA MONICA  ",10.590 ,"15,11%",
  132 ,ALIANZA PROGRESISTAS ,4.543 ,"0,97% ","0,95%"
,"STOLBIZER, MARGARITA ROSA - OLAVIAGA, MIGUEL ANGEL  ",4.543 ,100%,
  137 ,ALIANZA FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES ,5.679 ,"1,21% ","1,18%"
,"DEL CAÑO, NICOLAS - BREGMAN, MYRIAM TERESA  ",2.409 ,"42,42%",
,"ALTAMIRA, JORGE - GIORDANO, JUAN CARLOS  ",3.270 ,"57,58%",
  133 ,ALIANZA COMPROMISO FEDERAL ,2.312 ,"0,49% ","0,48%"
,"RODRIGUEZ SAA, ADOLFO - NEGRE DE ALONSO, LILIANA TERESITA  ",2.312 ,100%,
  136 ,ALIANZA FRENTE POPULAR ,1.295 ,"0,28% ","0,27%"
,"DE GENNARO, VICTOR NORBERTO - CODONI, EVANGELINA SOLEDAD  ",1.295 ,100%,
13 ,MOVIMIENTO AL SOCIALISMO ,1.376 ,"0,29% ","0,29%"
,"CASTAÑEIRA, MANUELA JIMENA - AYALA, JORGE LUIS  ",1.376 ,100%,
  134 ,MST - NUEVA IZQUIERDA ,1.787 ,"0,38% ","0,37%"
,"BODART, HUGO ALEJANDRO - RIPOLL, VILMA ANA  ",1.787 ,100%,
81 ,PARTIDO POPULAR ,1.716 ,"0,37% ","0,36%"
,"YATTAH, MAURICIO JORGE - MORETTA, MARIA BELEN  ",1.716 ,100%,
57 ,MOVIMIENTO DE ACCION VECINAL ,725 ,"0,16% ","0,15%"
,"ALBARRACIN, RAUL HUMBERTO - DIB, GASTON  ",725 ,100%,
,VOTOS POSITIVOS  ,467.574 ,"97,03%",
,VOTOS EN BLANCO  ,12.121 ,"2,52%",
,VOTOS ANULADOS  ,2.173 ,"0,45%",
,TOTAL DE  VOTANTES  ,481.868 ,,
,ELECTORES HABILES ,1.171.255,,
,MESAS: ,3.475 ,,(Incluye P.L.)
,PORCENTAJE DE VOTANTES ,"79,24%",,
,FORMULAS - AGRUPACIONES POLITICAS ,VOTOS ,% POSITIVOS ,% VALIDOS
  131 ,ALIANZA FRENTE PARA LA VICTORIA ,501.039 ,"57,48% ","54,65%"
,"SCIOLI, DANIEL OSVALDO - ZANNINI, CARLOS ALBERTO  ",501.039 ,100%,
  135 ,ALIANZA CAMBIEMOS ,175.049 ,"20,08% ","19,09%"
,"MACRI, MAURICIO - MICHETTI, MARTA GABRIELA  ",143.915 ,"82,21%",
,"SANZ, ERNESTO RICARDO - LLACH, LUCAS  ",19.036 ,"10,87%",
,"CARRIO, ELISA MARIA AVELINA - FLORES, HECTOR ANTONIO  ",12.098 ,"6,91%",
  138 ,ALIANZA UNIDOS POR UNA NUEVA ALTERNATIVA (UNA) ,141.527 ,"16,24% ","15,44%"
,"MASSA, SERGIO TOMAS - RUBERTO SAENZ, GUSTAVO ADOLFO  ",92.504 ,"65,36%",
,"DE LA SOTA, JOSE MANUEL - RUCCI, CLAUDIA MONICA  ",49.023 ,"34,64%",
  132 ,ALIANZA PROGRESISTAS ,12.500 ,"1,43% ","1,36%"
,"STOLBIZER, MARGARITA ROSA - OLAVIAGA, MIGUEL ANGEL  ",12.500 ,100%,
  137 ,ALIANZA FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES ,17.366 ,"1,99% ","1,89%"
,"DEL CAÑO, NICOLAS - BREGMAN, MYRIAM TERESA  ",8.942 ,"51,49%",
,"ALTAMIRA, JORGE - GIORDANO, JUAN CARLOS  ",8.424 ,"48,51%",
  133 ,ALIANZA COMPROMISO FEDERAL ,9.155 ,"1,05% ","1,00%"
,"RODRIGUEZ SAA, ADOLFO - NEGRE DE ALONSO, LILIANA TERESITA  ",9.155 ,100%,
  136 ,ALIANZA FRENTE POPULAR ,3.600 ,"0,41% ","0,39%"
,"DE GENNARO, VICTOR NORBERTO - CODONI, EVANGELINA SOLEDAD  ",3.600 ,100%,
13 ,MOVIMIENTO AL SOCIALISMO ,3.578 ,"0,41% ","0,39%"
,"CASTAÑEIRA, MANUELA JIMENA - AYALA, JORGE LUIS  ",3.578 ,100%,
  134 ,MST - NUEVA IZQUIERDA ,3.032 ,"0,35% ","0,33%"
,"BODART, HUGO ALEJANDRO - RIPOLL, VILMA ANA  ",3.032 ,100%,
81 ,PARTIDO POPULAR ,2.922 ,"0,34% ","0,32%"
,"YATTAH, MAURICIO JORGE - MORETTA, MARIA BELEN  ",2.922 ,100%,
57 ,MOVIMIENTO DE ACCION VECINAL ,1.869 ,"0,21% ","0,20%"
,"ALBARRACIN, RAUL HUMBERTO - DIB, GASTON  ",1.869 ,100%,
,VOTOS POSITIVOS  ,871.637 ,"93,91%",
,VOTOS EN BLANCO  ,45.188 ,"4,87%",
,VOTOS ANULADOS  ,11.329 ,"1,22%",
,TOTAL DE  VOTANTES  ,928.154 ,,
TIERRA DEL FUEGO
,ELECTORES HABILES ,126.968,,
,MESAS: ,435 ,,
,PORCENTAJE DE VOTANTES ,"73,16%",,
,FORMULAS - AGRUPACIONES POLITICAS ,VOTOS ,% POSITIVOS ,% VALIDOS
  131 ,ALIANZA FRENTE PARA LA VICTORIA ,41.454 ,"47,62% ","46,00%"
,"SCIOLI, DANIEL OSVALDO - ZANNINI, CARLOS ALBERTO  ",41.454 ,100%,
  135 ,ALIANZA CAMBIEMOS ,19.338 ,"22,21% ","21,46%"
,"MACRI, MAURICIO - MICHETTI, MARTA GABRIELA  ",16.123 ,"83,37%",
,"SANZ, ERNESTO RICARDO - LLACH, LUCAS  ",1.117 ,"5,78%",
,"CARRIO, ELISA MARIA AVELINA - FLORES, HECTOR ANTONIO  ",2.098 ,"10,85%",
  138 ,ALIANZA UNIDOS POR UNA NUEVA ALTERNATIVA (UNA) ,18.082 ,"20,77% ","20,06%"
,"MASSA, SERGIO TOMAS - RUBERTO SAENZ, GUSTAVO ADOLFO  ",12.396 ,"68,55%",
,"DE LA SOTA, JOSE MANUEL - RUCCI, CLAUDIA MONICA  ",5.686 ,"31,45%",
  132 ,ALIANZA PROGRESISTAS ,2.075 ,"2,38% ","2,30%"
,"STOLBIZER, MARGARITA ROSA - OLAVIAGA, MIGUEL ANGEL  ",2.075 ,100%,
  137 ,ALIANZA FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES ,2.351 ,"2,70% ","2,61%"
,"DEL CAÑO, NICOLAS - BREGMAN, MYRIAM TERESA  ",1.269 ,"53,98%",
,"ALTAMIRA, JORGE - GIORDANO, JUAN CARLOS  ",1.082 ,"46,02%",
  133 ,ALIANZA COMPROMISO FEDERAL ,1.711 ,"1,97% ","1,90%"
,"RODRIGUEZ SAA, ADOLFO - NEGRE DE ALONSO, LILIANA TERESITA  ",1.711 ,100%,
  136 ,ALIANZA FRENTE POPULAR ,499 ,"0,57% ","0,55%"
,"DE GENNARO, VICTOR NORBERTO - CODONI, EVANGELINA SOLEDAD  ",499 ,100%,
13 ,MOVIMIENTO AL SOCIALISMO ,726 ,"0,83% ","0,81%"
,"CASTAÑEIRA, MANUELA JIMENA - AYALA, JORGE LUIS  ",726 ,100%,
  134 ,MST - NUEVA IZQUIERDA ,366 ,"0,42% ","0,41%"
,"BODART, HUGO ALEJANDRO - RIPOLL, VILMA ANA  ",366 ,100%,
81 ,PARTIDO POPULAR ,288 ,"0,33% ","0,32%"
,"YATTAH, MAURICIO JORGE - MORETTA, MARIA BELEN  ",288 ,100%,
57 ,MOVIMIENTO DE ACCION VECINAL ,163 ,"0,19% ","0,18%"
,"ALBARRACIN, RAUL HUMBERTO - DIB, GASTON  ",163 ,100%,
,VOTOS POSITIVOS  ,87.053 ,"93,72%",
,VOTOS EN BLANCO  ,3.067 ,"3,30%",
,VOTOS ANULADOS  ,2.764 ,"2,98%",
,TOTAL DE  VOTANTES  ,92.884 ,,
